seqnames	start	end	FDR	V12
chrX	10598614	10598777	0.0307	100.512350683585
chr3L	23205876	23206002	0.0307	100.512350683585
chr3R	12826491	12826782	0.0313	99.9538706523366
chr2R	22774277	22774485	0.0314	99.8618326131565
chr3R	4654707	4654814	0.0316	99.6786326274469
chrX	5205284	5205550	0.0316	99.6786326274469
chr2L	14757884	14758269	0.0318	99.4965884853019
chr3L	8979916	8980248	0.0334	98.0801617415079
chr3L	18740465	18740700	0.0338	97.7366588653453
chr3L	6471457	6471718	0.0351	96.6477031848978
chr2R	10004181	10004551	0.0355	96.3207433031481
chr2L	15192770	15192940	0.0355	96.3207433031481
chrX	3567449	3567601	0.0359	95.997446914528
chr3R	13027287	13027564	0.0362	95.7573298493249
chr2R	24037334	24037539	0.0371	95.0487400585729
chr2L	2363548	2363647	0.0371	95.0487400585729
chr3L	9302812	9303083	0.0373	94.8936111858842
chr3L	11669921	11670170	0.0377	94.5858333256157
chr2L	12981842	12982132	0.0381	94.2813038411225
chr2L	10841901	10842172	0.0394	93.3132112018615
chr3R	21098019	21098132	0.0399	92.9493488665421
chr2L	9339055	9339265	0.0418	91.6070649493713
chrX	9134480	9134679	0.0423	91.26397052859
chr2R	20256974	20257217	0.0426	91.0600551864722
chrX	7986650	7986778	0.0442	89.9961964031604
chr2L	13138334	13138586	0.0442	89.9961964031604
chr2R	6796597	6796749	0.0451	89.4145751258814
chr2R	16891824	16891977	0.0453	89.2869027900643
chr3R	17642725	17642910	0.0455	89.1597928892678
chr3R	31463188	31463292	0.0462	88.7192667626678
chr2R	18819391	18819528	0.0463	88.6568799257843
chr3L	22374150	22374315	0.0465	88.5325094710811
chr3L	11730052	11730174	0.0471	88.1625825987333
chrX	18237971	18238191	0.0473	88.0403201242011
chrX	14665828	14666132	0.0485	87.3174288494992
chrX	7203227	7203342	0.0485	87.3174288494992
chr3R	27439712	27439861	0.0493	86.8453708634308
chr3R	11968438	11968543	0.0493	86.8453708634308
chrX	20169918	20170045	0.0497	86.6122067597433
chr2R	8375415	8375532	0.051	85.8671788538118
chr3L	12220447	12220526	0.0519	85.3624330238314
chr3R	16703605	16703699	0.0523	85.1409048660501
chr2L	19329026	19329362	0.0532	84.6485988809652
chr3L	14364504	14364749	0.0535	84.4863459652188
chr2L	8365691	8365819	0.0541	84.1645519144527
chr3L	5141633	5141734	0.0543	84.0580798349018
chr2R	973789	973889	0.0545	83.9519991977032
chrX	847465	847598	0.056	83.1685872520897
chr2R	15217840	15217932	0.0575	82.4058846743542
chrX	3940284	3940422	0.0583	82.0072061269791
chr3R	8458852	8458988	0.0588	81.7608006942617
chr4	1060213	1060575	0.0593	81.5164817000689
chrX	6511283	6511478	0.0606	80.89076792153
chr2L	15190873	15191002	0.0611	80.6536761946144
chrX	5442912	5443126	0.0623	80.092480530509
chr3R	22940817	22941041	0.0626	79.9538706523366
chrX	13718824	13718937	0.063	79.7700872232434
chr3L	15449057	15449182	0.063	79.7700872232434
chrX	10544397	10544486	0.0644	79.1359100286966
chrX	21108704	21108971	0.067	77.9939018840863
chr2R	22572847	22573025	0.0703	76.6066300095383
chr2R	16586338	16586490	0.0704	76.565615218243
chr2L	21179633	21179732	0.0735	75.3222387965145
chr2R	25190880	25191010	0.075	74.7393118833241
chr3L	9102736	9102890	0.0763	74.2434626542984
chr2L	15729018	15729134	0.0764	74.205671030274
chr2R	8964338	8964573	0.0779	73.6446572297556
chr2R	24196153	24196376	0.0781	73.5706728281494
chr3L	2447367	2447530	0.0786	73.3865375458169
chr3R	8316250	8316359	0.079	73.2400707296997
chr3R	17358661	17359056	0.0794	73.0943436481298
chr3L	3238716	3239082	0.0797	72.9855293111795
chr2L	18771930	18772089	0.08	72.8771237954945
chr3L	18654752	18654902	0.08	72.8771237954945
chr3R	14121847	14121997	0.0843	71.3664711721473
chr2R	15388169	15388312	0.0887	69.8984417049677
chrX	9094453	9094623	0.0898	69.542814896166
chrX	4151308	4151453	0.0901	69.4465816747182
chr2L	11798965	11799266	0.091	69.1597928892678
chr3R	17517786	17518024	0.0916	68.9701718290501
chrX	22474218	22474411	0.0949	67.9489620505668
chrX	18630220	18630331	0.0965	67.4665449478801
chrX	16643586	16643703	0.0977	67.1099525516213
chr2R	20500425	20500531	0.0978	67.0804344919443
chr3L	1062033	1063013	0.000203	245.32465304278
chr2L	18195496	18196270	0.000285	235.535009205441
chr2R	18766468	18767116	0.000308	233.295640572585
chr2L	10559306	10559924	0.000371	227.925863854067
chr2L	18468287	18469078	0.000443	222.808113615383
chr3R	5772591	5773177	0.00047	221.101032455183
chr3R	5343579	5344042	0.000656	211.480331294122
chr3R	17709579	17710318	0.000738	208.081831265276
chrX	2383150	2383961	0.000908	202.100401640665
chrX	12567932	12568265	0.000977	199.987076347116
chr2R	10772165	10772830	0.00114	195.535009205441
chr2R	12771480	12772198	0.0013	191.745453228167
chrX	16440698	16442165	0.00132	191.304927101567
chr3L	17332179	17332856	0.00132	191.304927101567
chr2L	2955684	2956407	0.00144	188.79430945989
chr3L	5753151	5753364	0.00159	185.935150383049
chr3R	23963721	23964479	0.00162	185.395809431044
chr2L	15548741	15549111	0.00185	181.56518027841
chr2L	20082589	20083265	0.00195	180.046203213744
chr3L	17109391	17110940	0.00197	179.751773099609
chr3L	18995672	18996036	0.00217	176.961784839847
chr2L	9172357	9172776	0.00221	176.434758300908
chr3R	7358347	7359016	0.00224	176.045711047584
chr2L	6323942	6324635	0.00224	176.045711047584
chr3L	18970735	18971240	0.00257	172.080318504859
chr2L	8521850	8522375	0.00265	171.195838499725
chr3L	17148758	17149176	0.00286	168.995382753168
chr3L	22960227	22961259	0.00286	168.995382753168
chr3R	21651386	21652167	0.00289	168.694295838723
chrX	12512671	12513115	0.00297	167.906427072721
chr2R	23988320	23988807	0.00303	167.329329819277
chr3R	31716978	31717356	0.00306	167.045052634883
chr3L	1360917	1361509	0.00313	166.392432550084
chrX	10118890	10119419	0.00335	164.432463781834
chr3R	22934102	22934694	0.00357	162.597204208154
chrX	2636055	2636616	0.0036	162.355747562143
chr3L	9751544	9751906	0.00381	160.71986573887
chr2R	19191697	19192323	0.00386	160.343668743375
chr2R	13266646	13267070	0.004	159.315685693242
chrX	19121415	19121893	0.0042	157.907899135414
chrX	19453443	19453708	0.00426	157.498617084219
chrX	12356256	12357080	0.00427	157.430964296326
chrX	15482248	15482724	0.00434	156.961784839847
chr3R	17534854	17535056	0.00448	156.045711047584
chr2R	9314702	9315163	0.00449	155.981376793913
chr2R	10645545	10645782	0.00472	154.539948501499
chr2L	13349318	13349823	0.0049	153.460050708685
chr2R	11633180	11633721	0.00496	153.108883280999
chr2R	23864857	23865144	0.00497	153.05076865749
chrX	10757250	10757816	0.00523	151.579466763797
chr2R	14954931	14955423	0.00528	151.304927101567
chr2L	19145866	19146343	0.0053	151.195838499725
chr2R	5946320	5946906	0.00536	150.871025679581
chr3R	31441933	31442204	0.00549	150.179562708632
chr3L	5713364	5713644	0.00584	148.396318311136
chrX	18319895	18320243	0.00672	144.346461033161
chr3R	26675665	26676069	0.00676	144.175220763093
chrX	16986874	16987430	0.00694	143.416972437171
chr3R	13164193	13164584	0.00698	143.251144964543
chr3L	16377799	16378219	0.0071	142.759305200895
chr2L	8997333	8997666	0.00728	142.036916684762
chr3L	20950392	20950795	0.00737	141.682393306835
chr3R	10850287	10851070	0.00751	141.139427538451
chr3L	11493366	11493843	0.00761	140.757756618665
chr3L	1629940	1630097	0.00794	139.532905545877
chr3L	2766502	2766671	0.00801	139.279640840562
chrX	965279	965905	0.00814	138.815109803411
chr3R	24741385	24741746	0.00839	137.94226947994
chr2R	15538347	15538671	0.00859	137.262523065967
chr2L	306315	306706	0.00884	136.434758300908
chrX	17657612	17658041	0.00912	135.535009205441
chr2L	5050691	5050843	0.00916	135.408733726797
chr2L	7202736	7203017	0.00923	135.189072735821
chr3R	18849178	18849582	0.00931	134.94006233756
chr3L	21626163	21626439	0.00937	134.754704735553
chr3R	11964098	11964438	0.00941	134.631791234165
chr3L	21883941	21884358	0.00943	134.570530275234
chr3L	9905883	9906139	0.0107	130.924907862966
chr2L	17533992	17534264	0.0107	130.924907862966
chrX	7335750	7335927	0.0109	130.39056109545
chrX	2882301	2882669	0.0112	129.607149149837
chrX	12402720	12403259	0.0117	128.346953199321
chr3L	3909037	3909239	0.0117	128.346953199321
chr3R	20678294	20678901	0.0118	128.101386603752
chr4	225897	226156	0.0122	127.139500839731
chr3R	31151393	31152087	0.0126	126.208649120991
chr2R	17091640	17092043	0.0129	125.529702482524
chr3L	2632089	2632387	0.0131	125.08578756024
chr3R	7456099	7456464	0.0137	123.793605931778
chr3L	20879957	20880271	0.0139	123.375426136519
chr2L	21102367	21102499	0.0142	122.759305200895
chrX	12083620	12083890	0.0142	122.759305200895
chr2R	8785523	8785928	0.0142	122.759305200895
chr3R	31440709	31441059	0.0144	122.355747562143
chr3L	14999390	14999765	0.0144	122.355747562143
chr3L	4604663	4604955	0.0145	122.15606579069
chr2R	5708656	5709055	0.0147	121.760800694262
chr3R	29736827	29737054	0.0149	121.370877181746
chr2R	7372016	7372317	0.0151	120.986152804487
chr3L	13800695	13801095	0.0151	120.986152804487
chr2R	19591733	19591955	0.0151	120.986152804487
chrX	3724169	3724435	0.0153	120.606490737136
chr3R	19642670	19642830	0.0157	119.861832613156
chr3R	15054414	15054771	0.0158	119.678632627447
chr2R	8195414	8195790	0.0159	119.496588485302
chr2R	16867652	16867813	0.0159	119.496588485302
chr3R	9131621	9131857	0.0163	118.779684506367
chr3R	23722632	23722904	0.0166	118.25345896405
chr3L	18658494	18658936	0.0171	117.397197293271
chr2R	12145627	12145788	0.0174	116.895377674014
chrX	7907368	7907580	0.0174	116.895377674014
chr2R	10099922	10100189	0.0177	116.402136589329
chr2R	5676971	5677314	0.018	115.917185664396
chr2R	23884794	23884909	0.018	115.917185664396
chr2L	19343082	19343353	0.0183	115.440250825308
chr3R	21988301	21988598	0.0186	114.971071368828
chrX	2040941	2041111	0.0187	114.816358393236
chr2R	10823553	10823658	0.0187	114.816358393236
chrX	22481170	22481537	0.0188	114.662470557436
chr2L	15021683	15022069	0.0189	114.509399106568
chr2L	9957218	9957337	0.0205	112.16464560088
chrX	21054399	21054582	0.0208	111.745453228167
chrX	12054607	12054999	0.0215	110.7903905992
chr2R	8634168	8634578	0.0217	110.523222942099
chr2R	17563749	17563972	0.0217	110.523222942099
chr3R	9296887	9297663	0.022	110.127053320496
chr3R	20949246	20949723	0.0225	109.478623766648
chr2L	2534427	2534675	0.0226	109.350668342685
chr3R	15125915	15126196	0.0233	108.470524697903
chr3R	15963471	15963653	0.0235	108.223908659689
chr3L	3319213	3319351	0.0238	107.85789232483
chr3L	15401674	15401903	0.0242	107.376982845497
chr2L	12803501	12803792	0.0246	106.903957484204
chrX	12050246	12050525	0.0251	106.323376511974
chrX	15713309	15713681	0.0253	106.094376097103
chr3R	6421522	6421716	0.0255	105.867178853812
chr2L	8383792	8383932	0.0256	105.754247590989
chr2L	5010055	5010163	0.0259	105.418081837258
chr2R	24034189	24034318	0.0261	105.196127659591
chr3R	31424762	31424908	0.027	104.217935649972
chr3L	5134406	5134672	0.0272	104.004990765982
chr3R	8819530	8820038	0.0277	103.479404270005
chr2L	12055542	12055757	0.0277	103.479404270005
chr2R	11065586	11065934	0.0281	103.06572118657
chr2R	7850927	7851166	0.0288	102.355747562143
chrX	16803581	16803711	0.0291	102.056740732823
chr2R	11279271	11279439	0.0293	101.859110502544
chr3R	22945325	22945582	0.0297	101.467865174974
chrX	6403477	6403672	0.0302	100.986152804487
chr3R	12949293	12949500	0.0305	100.700938941984
chrX	14727855	14728002	0.0316	99.6786326274469
chr2L	2174877	2175055	0.0316	99.6786326274469
chrX	11359513	11359823	0.0319	99.4059953156916
chr2L	2009729	2009901	0.0319	99.4059953156916
chr2R	12273203	12273410	0.032	99.3156856932417
chr3R	18568095	18568273	0.032	99.3156856932417
chr3R	22840474	22840805	0.0324	98.9572475332965
chr2R	20568347	20568962	0.0334	98.0801617415079
chr2R	22622652	22622992	0.0344	97.228952496947
chrX	4157614	4157817	0.0345	97.1451965576784
chr3L	17242077	17242170	0.0345	97.1451965576784
chr3R	10139725	10139850	0.0351	96.6477031848978
chr3R	26230026	26230227	0.0366	95.4402508253081
chr3L	2782169	2782319	0.0366	95.4402508253081
chr2R	10653141	10653295	0.0369	95.2047074697811
chr3R	28082855	28083019	0.0371	95.0487400585729
chr3L	3740894	3741066	0.0379	94.4331668275671
chrX	7893747	7893854	0.0386	93.9051068456274
chr3R	5946281	5946447	0.0392	93.4600507086848
chr3L	43956	44152	0.0392	93.4600507086848
chr2R	23864645	23864801	0.0394	93.3132112018615
chr3R	28518015	28518232	0.0399	92.9493488665421
chr2L	19895319	19895528	0.04	92.8771237954945
chr2R	14091881	14092070	0.0408	92.3057407515591
chr2R	6613637	6613785	0.0411	92.0943559173553
chr3L	8815271	8815416	0.0413	91.9542881626001
chr4	623479	623650	0.0413	91.9542881626001
chr3R	15050814	15050983	0.0413	91.9542881626001
chr2L	11916307	11916733	0.0414	91.8845084410025
chr2L	9640354	9640528	0.0417	91.6761761220957
chrX	9306205	9306336	0.0427	90.9924023985792
chrX	11483829	11484068	0.0429	90.8575708409981
chr2R	17419495	17419662	0.0435	90.4568157762672
chr2R	12826866	12827043	0.0437	90.324458200977
chr3L	19817736	19817844	0.0442	89.9961964031604
chr3R	8072930	8073105	0.0449	89.542814896166
chr2R	13701624	13701703	0.0454	89.2232778451707
chr2R	8625375	8625557	0.0463	88.6568799257843
chr3R	27751269	27751641	0.0476	87.8578923248301
chr3R	18668068	18668183	0.0478	87.736911431374
chr3R	16291952	16292192	0.0482	87.4964608663898
chrX	8197096	8197239	0.05	86.4385618977472
chr2L	4021990	4022180	0.0507	86.0374088509222
chr2L	13220208	13220395	0.0509	85.9238106694751
chrX	6705235	6705461	0.0511	85.8106579722366
chr3L	5265207	5265551	0.0516	85.5297024825239
chr2L	6907797	6907910	0.0518	85.4180818372579
chr2R	20938410	20938509	0.0552	83.5837584554256
chrX	4877877	4878017	0.0565	82.912106444938
chr2L	5970123	5970272	0.0576	82.3557475621428
chr2R	9881893	9881977	0.0578	82.2557339409754
chr2L	12251236	12251580	0.0584	81.9577564133886
chr3L	21071984	21072157	0.0592	81.56518027841
chr2R	13786579	13786719	0.0595	81.4193304270829
chr2L	2258183	2258287	0.0607	80.8431934658753
chr2R	16687982	16688102	0.0608	80.7956973221173
chr3R	14308547	14308696	0.0612	80.6064907371359
chr2R	22662412	22662629	0.0619	80.2783356067037
chr2L	15563677	15563860	0.0619	80.2783356067037
chr4	70154	70276	0.0626	79.9538706523366
chrX	1880716	1880823	0.0634	79.5874669882008
chrX	16574223	16574359	0.0647	79.0018095511388
chr3L	21921495	21921724	0.0654	78.6913110810273
chr3R	28656867	28657039	0.0655	78.6472256624927
chr2L	19281110	19281237	0.0658	78.5153721162842
chrX	10594566	10594701	0.0677	77.6940071194891
chrX	9922502	9922792	0.0678	77.6514183282621
chr4	129099	129381	0.0681	77.5240278307476
chr2R	25252918	25253007	0.0688	77.228952496947
chr2L	20585715	20585829	0.0694	76.9784105394238
chrX	17625189	17625314	0.07	76.7300253543424
chr3R	4228721	4228971	0.0708	76.402136589329
chr2L	22120768	22120946	0.0709	76.3614112461987
chr2L	19440887	19441024	0.0713	76.1990822621112
chr4	692106	692305	0.0715	76.118258957674
chr2R	6231026	6231220	0.0718	75.997446914528
chr3R	4252031	4252317	0.0722	75.8371470532456
chr3L	21953132	21953342	0.0731	75.4796956719402
chr3L	13882687	13882904	0.0735	75.3222387965145
chr3R	5564443	5564650	0.0745	74.9323152839985
chr3R	24186556	24186700	0.0746	74.8936111858842
chr3R	26346655	26346871	0.0755	74.5475909067402
chr3L	22651245	22651459	0.0768	74.0549975765659
chr2R	5895274	5895525	0.0773	73.867755512492
chrX	22608828	22609151	0.0776	73.7559907472464
chr3L	3308957	3309117	0.0791	73.2035699015332
chr2R	18300643	18300759	0.08	72.8771237954945
chr2L	18630014	18630137	0.0825	71.9892414083254
chr3R	30047104	30047401	0.0849	71.1618327199282
chr2L	16261253	16261379	0.0882	70.0615506798386
chr3R	17756513	17756597	0.0924	68.7192667626678
chr3L	8721853	8721989	0.0937	68.3161428378053
chr3R	31252124	31252374	0.0956	67.736911431374
chr3L	17297033	17297227	0.0967	67.4068060014522
chr2L	14510962	14512195	0.000245	239.898612606432
chr2R	12118833	12119616	0.000353	229.36088392106
chr3L	3974256	3974916	0.000361	228.71427084874
chr3L	20872804	20873579	0.000376	227.539594352931
chr3R	4979402	4980167	0.000439	223.069828795776
chr3L	8032034	8032574	0.000547	216.723430930632
chr2L	3372146	3373197	0.000925	201.56518027841
chrX	1110844	1111566	0.000984	199.781081279699
chrX	15248544	15249438	0.00119	194.296454222577
chr2L	178993	179540	0.0012	194.054997576566
chr3R	24485664	24486098	0.00129	191.968264380271
chr3R	25782829	25783311	0.00158	186.117194525194
chrX	13341415	13341884	0.00167	184.518723639255
chr3L	13667287	13668085	0.00182	182.036916684762
chr3L	914260	914597	0.00189	180.947961004315
chr3R	24001005	24001937	0.00189	180.947961004315
chr2L	4417734	4418278	0.00216	177.095059445467
chr3L	8913023	8913470	0.0022	176.565615218243
chr3R	14085391	14085862	0.00221	176.434758300908
chr3L	17577541	17578429	0.00235	174.662470557436
chrX	19719072	19719310	0.00256	172.192809488736
chr3R	31381536	31382163	0.00283	169.299644632099
chrX	20588207	20588565	0.00294	168.199362592009
chr2L	5520141	5520684	0.00315	166.208649120991
chr3R	31825480	31825982	0.00319	165.844557213439
chr3R	16530496	16531090	0.00337	164.260713865099
chr2L	2908760	2909148	0.00362	162.195891747072
chr3R	20932920	20933473	0.00406	158.886091145033
chr2L	9398245	9398643	0.00413	158.392850060347
chr2L	11900602	11901353	0.00434	156.961784839847
chr3R	8155904	8156586	0.00442	156.434758300908
chrX	7692417	7692817	0.00454	155.661839742918
chrX	20159512	20159907	0.00461	155.220350680149
chr2R	21199830	21200158	0.00465	154.971071368828
chrX	17579716	17580034	0.00528	151.304927101567
chr3R	22256117	22256830	0.00545	150.39056109545
chr3R	17250739	17251173	0.00552	150.022320353173
chrX	530869	531391	0.00559	149.658720031872
chr3R	20783666	20783930	0.00582	148.495302630571
chr2L	11874372	11874787	0.00584	148.396318311136
chr2L	8542052	8542174	0.00617	146.810275905748
chr3R	4977069	4977681	0.00628	146.300394510904
chr2R	21977823	21978374	0.00661	144.822680258582
chr3L	18853014	18853245	0.00717	142.476223314698
chr3R	21043624	21043869	0.0072	142.355747562143
chr2L	5011020	5011348	0.0072	142.355747562143
chr2R	5821392	5821762	0.00735	141.760800694262
chr3L	9465425	9465893	0.00792	139.605677087144
chr3L	19086660	19086792	0.00813	138.850578647236
chrX	4820976	4821535	0.00861	137.195420940799
chr3L	19968837	19969260	0.00871	136.862231316759
chr3L	13783720	13784137	0.00879	136.598422385868
chrX	8317181	8317777	0.00883	136.467416935767
chr3L	1691324	1691967	0.00888	136.304492161734
chr3R	17499069	17499526	0.00999	132.905992132888
chr3L	6526294	6526708	0.0105	131.469337237667
chrX	2061292	2061567	0.0106	131.195838499725
chr2L	2365531	2365678	0.011	130.127053320496
chrX	17019959	17020371	0.011	130.127053320496
chr3R	19727818	19728237	0.0112	129.607149149837
chrX	15941434	15941949	0.0114	129.096447307694
chr3L	18974009	18974482	0.0115	128.844446572101
chr3R	10872924	10873110	0.0122	127.139500839731
chrX	3317451	3317746	0.0123	126.903957484204
